site_no	dec_lat_va	dec_long_va	coord_acy_cd	dec_coord_datum_cd	state_cd	county_cd	huc_cd	basin_cd	drain_area_va	contrib_drain_area_va
05536195	41.57750000	-87.52222220	S	NAD83	18	089	07120003	in09	90.00	
05536215	41.53031265	-87.62226619	S	NAD83	17	031	07120003	il17	24.7	
05536235	41.52086839	-87.59032060	U	NAD83	17	031	07120003	il17	23.1	
05536255	41.54003470	-87.64921170	S	NAD83	17	031	07120003	il17	23.5	
05536265	41.52836868	-87.52920770	S	NAD83	17	031	07120003	il17	8.84	
05536275	41.56836818	-87.60782209	S	NAD83	17	031	07120003	il17	104	
05536290	41.60697925	-87.59782260	S	NAD83	17	031	07120003	il17	208	
05536340	41.61420048	-87.72949370	U	NAD83	17	031	07120003	il17	12.6	
05536357	41.62447980	-87.51809810	S	NAD83	18	089	07120003	in09		
05536500	41.64669995	-87.76644010	S	NAD83	17	031	07120003	il17	11.2	11.20
05536890	41.69138889	-87.96444440	S	NAD83	17	043	07120004	il20	738	
05537500	41.64253100	-87.99922520	S	NAD83	17	031	07120004	il20	20.9	
05537980	41.53638889	-88.08250000	U	NAD83	17	197	07120004	il20	1502	
05539000	41.51503100	-88.07339130	S	NAD83	17	197	07120004	il20	107.5	
05539900	41.91086169	-88.17896070	S	NAD83	17	043	07120004	il20	28.5	
05540060	41.85638889	-88.20388889	S	NAD83	17	043	07120004	il20	18.1	
05540095	41.81750000	-88.17138889	S	NAD83	17	043	07120004	il20	90.7	
05540130	41.72055556	-88.13194440	S	NAD83	17	197	07120004	il20	123	
05540160	41.83166667	-88.04777780	S	NAD83	17	043	07120004	il20	26.6	
05540195	41.80194444	-88.06888889	S	NAD83	17	043	07120004	il20	11.1	
05540250	41.71805556	-88.07055560	S	NAD83	17	197	07120004	il20	75.8	
05540275	41.72583330	-88.16361110	S	NAD83	17	043	07120004	il20	9.90	
05540500	41.52225270	-88.19256230	S	NAD83	17	197	07120004	il20	324	
05541710	41.41725330	-88.34756600	U	NAD83	17	063	07120005	il21	172	
05542000	41.28614330	-88.35978710	U	NAD83	17	063	07120005	il21	455	
05543500	41.32697786	-88.71757390	S	NAD83	17	099	07120005	il21	8259	
05543830	43.00473400	-88.24370380	S	NAD83	55	133	07120006	wi11	126	
05544200	42.85668047	-88.32787170	S	NAD83	55	133	07120006	wi11	74.1	
055451345	42.59057247	-88.43370790	S	NAD83	55	127	07120006	wi11	28.7	
05545750	42.61085116	-88.22592300	S	NAD83	55	059	07120006	wi11	811	
05548105	42.38529819	-88.36953550	S	NAD83	17	111	07120006	il22	84.5	84.5
05548170	42.49724060	-88.33287100	S	NAD83	55	127	07120006	wi11	42.90	
05548280	42.44333330	-88.24750000	S	NAD83	17	111	07120006	il22	192	
05550001	42.16194444	-88.29388889	S	NAD83	17	111	07120006	il22	1429	
05550300	42.05833330	-88.30388889	S	NAD83	17	089	07120006	il22	38.9	
05550500	42.02611110	-88.25555560	S	NAD83	17	031	07120006	il22	35.2	35.20
05551000	41.99611110	-88.29500000	S	NAD83	17	089	07120007	il23	1556	
05551200	41.93277778	-88.34083330	S	NAD83	17	089	07120007	il23	51.7	51.70
05551330	41.84583330	-88.34916670	S	NAD83	17	089	07120007	il23	27.6	
05551540	41.73361110	-88.33333330	S	NAD83	17	089	07120007	il23	1732	
05551675	41.74083330	-88.38333330	S	NAD83	17	089	07120007	il23	55.0	
05551700	41.67166667	-88.44138889	S	NAD83	17	093	07120007	il23	70.2	
05552500	41.38447735	-88.78924230	S	NAD83	17	099	07120007	il23	2642	
05554300	40.72277778	-88.53000000	S	NAD83	17	105	07130002	il25	67.5	
05554500	40.87781116	-88.63617300	U	NAD83	17	105	07130002	il25	579	
05555300	41.20836786	-88.93091189	U	NAD83	17	099	07130002	il25	1251	
05556500	41.36722220	-89.49777780	S	NAD83	17	011	07130001	il50	196	
05558300	41.10722220	-89.35611110	S	NAD83	17	123	07130001	il50	13544	
05559700	40.94027778	-89.50055560	S	NAD83	17	143	07130001	il50	84.50	
05560500	40.66753795	-89.50426140	S	NAD83	17	179	07130001	il24	27.4	
05561500	40.67726006	-89.53120670	U	NAD83	17	179	07130001	il24	5.54	
05567500	40.62364814	-89.24175160	S	NAD83	17	203	07130004	il26	767	
05568000	40.45420679	-89.60621440	S	NAD83	17	179	07130004	il26	1073	
05568500	40.55309430	-89.77733000	S	NAD83	17	143	07130003	il51	15818	
05568800	41.01888889	-89.83555560	S	NAD83	17	175	07130005	il27	62.7	
05569500	40.70777778	-90.28000000	S	NAD83	17	057	07130005	il27	1072	1072.00
05570000	40.49004077	-90.34040250	S	NAD83	17	057	07130005	il27	1636	
05570910	40.31058887	-88.32227530	S	NAD83	17	019	07130006	il28	240	240.00
05572000	40.03086735	-88.58895419	S	NAD83	17	147	07130006	il28	550	
05573540	39.83114814	-88.97646730	U	NAD83	17	115	07130006	il28	938	938.00
05576000	39.74227250	-89.56731730	U	NAD83	17	167	07130007	il29	867	
05576250	39.77916667	-89.59277780	S	NAD83	17	167	07130007	il29	274	
05576500	39.84310530	-89.54731970	S	NAD83	17	167	07130008	il30	2618	
05577500	39.81532840	-89.69871300	S	NAD83	17	167	07130008	il30	107	
05578000	40.01333330	-89.83833330	S	NAD83	17	129	07130008	il30	3063	
05578500	40.11503787	-89.04925100	U	NAD83	17	039	07130009	il31	335	
05579500	39.95166667	-89.38555560	S	NAD83	17	107	07130009	il31	214	
05579610	40.46777778	-88.86388889	S	NAD83	17	113	07130009	il31	7.3	
05579620	40.47277778	-88.87972220	S	NAD83	17	113	07130009	il31	3.80	
05579630	40.45833330	-88.87750000	S	NAD83	17	113	07130009	il31	14.8	
05579725	40.36500000	-88.96388890	S	NAD83	17	113	07130009	il31	24.9	
05580000	40.25476100	-89.12925300	S	NAD83	17	039	07130009	il31	227	
05580950	40.47194444	-89.02805560	S	NAD83	17	113	07130009	il31	34.4	34.40
05582000	40.13199010	-89.73566390	S	NAD83	17	129	07130009	il31	1804	
05583000	40.12416667	-89.98500000	S	NAD83	17	125	07130008	il30	5093	
05584500	40.33032166	-90.89624510	S	NAD83	17	109	07130010	il32	655	
05585000	40.02477040	-90.63179470	S	NAD83	17	009	07130010	il32	1293	
05586100	39.70338020	-90.64540470	S	NAD83	17	171	07130011	il24	26743	
05587000	39.23421366	-90.39456180	S	NAD83	17	061	07130012	il33	868	
05587900	38.82449190	-89.97482460	S	NAD83	17	119	07140101	il34	212	
05588000	38.84171430	-90.03316020	U	NAD83	17	119	07140101	il34	36.7	
05590050	40.09725387	-88.30671910	S	NAD83	17	019	07140201	il37	7.98	
05590520	39.79166667	-88.36777780	S	NAD83	17	041	07140201	il37	124.38	
05590800	39.80642179	-88.47616860	S	NAD83	17	147	07140201	il37	149	
05590950	39.70308840	-88.38644060	S	NAD83	17	041	07140201	il37	358	
05591200	39.58336660	-88.41338420	S	NAD83	17	029	07140201	il37	473	
05591550	39.50670030	-88.52755470	U	NAD83	17	139	07140201	il37	34.6	
05591700	39.73114568	-88.66256570	U	NAD83	17	139	07140201	il37	112	112.00
05592000	39.40726160	-88.78145740	S	NAD83	17	173	07140201	il37	1054	
05592050	39.40587344	-88.89646280	U	NAD83	17	173	07140201	il37	93.1	
05592100	39.22976440	-88.84173210	S	NAD83	17	173	07140201	il37	1330	
05592500	38.96060098	-89.08895540	S	NAD83	17	051	07140202	il38	1940	
05592575	38.93698999	-88.95283849	S	NAD83	17	051	07140202	il38	44.2	
05592800	38.92254590	-89.23673890	S	NAD83	17	051	07140202	il38	152	
05592900	38.68893730	-89.10006530	U	NAD83	17	121	07140202	il38	113	
05593000	38.61171530	-89.35619000	U	NAD83	17	027	07140202	il38	2719	
05593575	38.44171640	-89.41675100	U	NAD83	17	189	07140202	il38	84.3	
05593900	39.14861110	-89.35250000	S	NAD83	17	135	07140203	il39	55.5	
05593945	38.77588058	-89.49897180	U	NAD83	17	005	07140203	il39	678	
05594000	38.61000000	-89.49472220	S	NAD83	17	027	07140203	il39	735	
05594100	38.45060486	-89.62759260	U	NAD83	17	189	07140204	il40	4393	
05594450	38.71671450	-89.82926310	U	NAD83	17	119	07140204	il40	154	
05594800	38.40616070	-89.87399060	U	NAD83	17	163	07140204	il40	464	
05595000	38.31972220	-89.88861110	S	NAD83	17	163	07140204	il40	5189	
05595200	38.32388889	-89.97055560	S	NAD83	17	163	07140204	il40	129	
05595730	38.25388889	-89.04055560	S	NAD83	17	081	07140106	il35	88.0	88.00
05595820	38.28638889	-88.87138889	S	NAD83	17	081	07140106	il35	76.9	76.9
05597000	37.89138889	-89.01944440	S	NAD83	17	055	07140106	il35	792	
05597500	37.73116079	-88.88923450	U	NAD83	17	199	07140106	il35	31.7	
05599490	37.75833330	-89.32777780	S	NAD83	17	077	07140106	il35	2159	
06006000	44.61703056	-111.65674720	1	NAD83	30	001	10020001	mt01	39.2	
06016000	45.11612778	-112.75049440	1	NAD83	30	001	10020002	mt01	2737	
06017000	45.21838330	-112.65533330	1	NAD83	30	001	10020002	mt01	2895	
06018500	45.38338889	-112.45283060	1	NAD83	30	057	10020002	mt01	3619	
06019500	45.19231940	-112.14281670	1	NAD83	30	057	10020003	mt01	534	
06020600	45.24186940	-112.11123890	1	NAD83	30	057	10020003	mt01	596	
06023000	45.50691389	-112.33088890	1	NAD83	30	057	10020003	mt01	965	
06023100	45.54688889	-112.33811100	1	NAD83	30	057	10020005	mt01	4779	
06023500	45.24579167	-113.45715000	1	NAD83	30	001	10020004	mt01	44	
06023800	45.37759440	-113.44175000	1	NAD83	30	001	10020004	mt01		
06024020	45.42286389	-113.44939440	1	NAD83	30	001	10020004	mt01		
06024540	45.80754167	-113.31326940	1	NAD83	30	001	10020004	mt01	1267	
06025250	45.70126940	-112.73596940	1	NAD83	30	001	10020004	mt01	2199	
06025500	45.52658056	-112.70172500	1	NAD83	30	057	10020004	mt01	2476	
06026210	45.44009440	-112.55609170	1	NAD83	30	057	10020004	mt01	2655	
06026420	45.55002220	-112.36067500	1	NAD83	30	057	10020005	mt01	2790	
06026500	45.61328330	-112.32939720	1	NAD83	30	057	10020005	mt01	7632	
06027600	45.74750278	-112.18722780	1	NAD83	30	057	10020005	mt01	7811	
06033000	46.21103056	-112.09165000	1	NAD83	30	043	10020006	mt01	381	
06035000	45.72305830	-111.74102500	1	NAD83	30	057	10020005	mt01	83.8	
06036650	45.89713610	-111.59567220	1	NAD83	30	007	10020005	mt01	9532	
06036805	44.45936389	-110.82173610	1	NAD83	56	029	10020007	mt01		
06036905	44.62018330	-110.86350280	1	NAD83	56	029	10020007	mt01	282	
06036940	44.73272500	-110.71325280	1	NAD83	56	029	10020007	mt01	1.29	
06037100	44.64080000	-110.86106390	1	NAD83	56	029	10020007	mt01	126	
06037500	44.65707220	-111.06796390	1	NAD83	30	031	10020007	mt01	420	
06038500	44.86639167	-111.33878060	1	NAD83	30	031	10020007	mt01	905	
06038800	44.88865556	-111.58088600	1	NAD83	30	057	10020007	mt01	1065	
06040000	45.23313330	-111.75163330	1	NAD83	30	057	10020007	mt01	1669	
06040800	45.48659440	-111.63385830	1	NAD83	30	057	10020007	mt01	2186	
06041000	45.49023056	-111.63450560	1	NAD83	30	057	10020007	mt01	2186	
06043500	45.49730000	-111.27070830	1	NAD83	30	031	10020008	mt01	825	
06048700	45.72542500	-111.06859170	1	NAD83	30	031	10020008	mt01	226	
06052500	45.88535556	-111.43828600	1	NAD83	30	031	10020008	mt01	1795	
06054500	46.14657220	-111.42027780	1	NAD83	30	007	10030101	mt01	14669	
06061500	46.51909720	-111.94678600	1	NAD83	30	043	10030101	mt01	192	
06062500	46.52389720	-112.25664720	1	NAD83	30	049	10030101	mt01	30.9	
06063000	46.60492500	-112.08936100	1	NAD83	30	049	10030101	mt01	96.5	
06065500	46.76619167	-111.88879440	1	NAD83	30	049	10030101	mt01	16876	
06066500	46.99473889	-112.01066670	1	NAD83	30	049	10030102	mt01	17149	
06071300	47.00543610	-112.07031100	1	NAD83	30	049	10030102	mt01	381	
06073500	47.19902500	-112.09590560	1	NAD83	30	049	10030102	mt01	325	
06077200	46.82798056	-111.19223890	1	NAD83	30	059	10030103	mt01	1088	
06077500	47.19005278	-111.38719440	1	NAD83	30	013	10030103	mt01	1594	
06078200	47.43496667	-111.38844440	1	NAD83	30	013	10030102	mt01	20941	
06082200	47.54713610	-112.36743060	1	NAD83	30	099	10030104	mt01	827	
06085800	47.50162778	-111.93191390	1	NAD83	30	013	10030104	mt01	1320	
06088500	47.56126667	-111.54176940	1	NAD83	30	013	10030104	mt01	314	
06089000	47.52577778	-111.51103600	1	NAD83	30	013	10030104	mt01	1849	
06090300	47.58444440	-111.06058060	1	NAD83	30	013	10030102	mt02	23292	
06090650	47.70790556	-111.40915000	1	NAD83	30	015	10030102	mt02	83.8	
06090800	47.81691110	-110.66614170	1	NAD83	30	015	10030102	mt02	24749	
06091700	48.42695278	-112.98998330	1	NAD83	30	035	10030201	mt02	250	
06093200	48.36945000	-112.80178060	1	NAD83	30	035	10030201	mt02	152	
06098500	48.61685830	-113.03610830	1	NAD83	30	035	10030202	mt02	123	
06099500	48.42719720	-111.88983600	1	NAD83	30	101	10030203	mt02	3242	
06101500	48.30596110	-111.08052780	1	NAD83	30	051	10030203	mt02	4927	
06102050	47.94590278	-110.58083890	1	NAD83	30	015	10030203	mt02	7137	
06102500	47.88308330	-112.61198330	1	NAD83	30	099	10030205	mt02	105	
06108000	47.93032500	-111.55294170	1	NAD83	30	099	10030205	mt02	1307	
06108800	47.93271940	-110.51443330	1	NAD83	30	015	10030205	mt02	2010	
06109500	48.00378330	-110.25882220	1	NAD83	30	015	10040101	mt02	34379	
06114700	47.66840830	-109.65256670	1	NAD83	30	027	10040103	mt02	2731	
06115200	47.63143056	-108.68774440	1	NAD83	30	027	10040104	mt02	40987	
06119600	46.47695830	-110.24896670	1	NAD83	30	107	10040201	mt02	538	
06120500	46.42880000	-109.84119440	1	NAD83	30	107	10040201	mt02	1125	
06123030	46.31899167	-109.46054720	1	NAD83	30	107	10040201	mt02	1513	
06125600	46.28905556	-108.93761110	T	NAD83	30	037	10040201	mt02	2691	
06126500	46.42799720	-108.57263610	1	NAD83	30	065	10040202	mt02	4023	
06127500	46.52242500	-108.10887220	1	NAD83	30	065	10040202	mt02	4568	
06130000	46.92866110	-107.93284170	1	NAD83	30	069	10040203	mt02	1855	
06130500	46.99469167	-107.88916390	1	NAD83	30	069	10040205	mt02	7846	
06131000	47.34944720	-106.35781670	1	NAD83	30	033	10040105	mt02	2554	
06131200	47.53659440	-106.15345280	1	NAD83	30	055	10040104	mt02	100.2	
06133500	48.97078330	-113.05596940	1	NAD83	30	035	10050001	mt02	59	
06135000	48.97481940	-110.42177780	1	NAD83	30	041	10050002	mt02	2525	
06139500	48.52671389	-109.84157780	1	NAD83	30	041	10050005	mt02	1805	
06140500	48.56368610	-109.69595560	1	NAD83	30	041	10050004	mt02	5785	
06142400	48.57886940	-109.39113060	1	NAD83	30	005	10050004	mt02	135	
06151500	48.64949167	-109.23169440	1	NAD83	30	005	10050008	mt02	1623	
06154100	48.48964167	-108.75895000	1	NAD83	30	005	10050004	mt02	9822	
06154400	48.22373330	-108.71405280	1	NAD83	30	005	10050009	mt02	220	
06155030	48.40277778	-108.29409440	1	NAD83	30	071	10050004	mt02	11192	
06155500	48.36185278	-107.86287220	1	NAD83	30	071	10050004	mt02	11762	
06164510	48.50920278	-107.21875560	1	NAD83	30	071	10050014	mt02	17670	
06166000	48.35678330	-107.58218610	1	NAD83	30	071	10050014	mt02	1208	
06169500	48.96937500	-106.83984170	1	NAD83	30	105	10050015	mt02	328	
06172310	48.30790556	-106.82231670	1	NAD83	30	105	10050012	mt02	21078	
06174500	48.13005278	-106.36431390	1	NAD83	30	105	10050012	mt02	22332	
06177000	48.06732500	-105.53309720	1	NAD83	30	055	10060001	mt02	82290	
06177500	47.41397220	-105.57564440	1	NAD83	30	055	10060002	mt02	547	
06177825	47.90223610	-105.21280830	1	NAD83	30	055	10060002	mt02	1974	
06178000	48.99028610	-105.69690830	1	NAD83	30	019	10060003	mt02	358	
06178500	49.00000000	-105.40958610	1	NAD83	94	000		mt02	541	
06181000	48.17090830	-105.17859720	1	NAD83	30	085	10060003	mt02	3174	
06183450	48.67289720	-104.51208610	1	NAD83	30	091	10060006	mt02	967	
06185110	48.16448056	-104.62951940	1	NAD83	30	085	10060006	mt02	2684	
06185500	48.12350000	-104.47330000	1	NAD83	30	083	10060005	mt02	91557	
06186500	44.56709167	-110.38040560	1	NAD83	56	039	10070001	mt03	991	991.
06188000	44.92817778	-110.39426940	1	NAD83	56	029	10070001	mt03	660	
06190540	44.98495278	-110.68838890	1	NAD83	56	029	10070001	mt03		
06191000	44.99234440	-110.69097500	1	NAD83	30	067	10070001	mt03	202	
06191500	45.11211940	-110.79366670	1	NAD83	30	067	10070002	mt03	2619	2619
06192500	45.59721110	-110.56649720	1	NAD83	30	067	10070002	mt03	3551	
06195600	45.73836110	-110.47946940	1	NAD83	30	067	10070003	mt03	852	
06200000	45.83379440	-109.93870560	1	NAD83	30	097	10070002	mt03	523	
06204050	45.24323889	-109.73130280	1	NAD83	30	095	10070005	mt03	52.1	
06204070	45.25438735	-109.69989450	1	NAD83	30	095	10070005	mt03	66.3	
06205000	45.55143610	-109.38803060	1	NAD83	30	095	10070005	mt03	935	
06207500	45.00991110	-109.06536670	1	NAD83	30	009	10070006	mt03	1154	
06208500	45.46571389	-108.84410560	1	NAD83	30	009	10070006	mt03	2022	2022
06209500	45.08614720	-109.32918890	1	NAD83	30	009	10070006	mt03	105	
06211000	45.43785000	-109.25331110	1	NAD83	30	009	10070006	mt03	143	
06211500	45.42214720	-109.23053060	1	NAD83	30	009	10070006	mt03	53.3	
06214500	45.80011940	-108.46803060	1	NAD83	30	111	10070007	mt03	11805	11408
06218500	43.57856415	-109.75988350	S	NAD83	56	013	10080001	wy03	232	
06220800	43.44162200	-109.45875840	S	NAD83	56	013	10080001	wy03	1073	
06221400	43.34616667	-109.40877780	S	NAD83	56	013	10080001	wy03	88.2	
06224000	43.17661110	-109.20255560	5	NAD83	56	013	10080001	wy03	187	
06225000	43.24245665	-109.02290520	S	NAD83	56	013	10080001	wy03	213	201
06225500	43.24250000	-109.01055560	S	NAD83	56	013	10080001	wy03	1891	
06227600	43.14277778	-108.70888890	S	NAD83	56	013	10080001	wy03	2194	
06228000	43.01051478	-108.37677010	S	NAD83	56	013	10080001	wy03	2309	
06235500	42.99750000	-108.37541670	5	NAD83	56	013	10080002	wy03	1904	
06236100	43.12897220	-108.22483330	S	NAD83	56	013	10080001	wy03	4390	
06253000	43.22191667	-108.21969440	S	NAD83	56	013	10080005	wy03	418	285
06259000	43.42495750	-108.17898580	S	NAD83	56	013	10080005	wy03	7701	
06274300	44.38329070	-108.03621170	S	NAD83	56	003	10080007	wy04	13223	
06278300	44.50801950	-107.40368860	S	NAD83	56	003	10080010	wy04	23.1	
06279500	44.75856618	-108.18149720	S	NAD83	56	003	10080010	wy04	15762	15762
06279940	44.46967158	-109.43043990	S	NAD83	56	029	10080012	wy04	699	
06280300	44.20750000	-109.55500000	S	NAD83	56	029	10080013	wy04	297	
06281000	44.41911816	-109.25792930	S	NAD83	56	029	10080013	wy04	585	
06285100	44.83856380	-108.43511860	S	NAD83	56	003	10080014	wy04	2350	
06287000	45.31690278	-107.91888890	1	NAD83	30	003	10080015	mt03	19667	
06287800	45.46079565	-107.74927070	S	NAD83	30	003	10080016	mt03		
06288400	45.64413906	-107.65814920	S	NAD83	30	003	10080016	mt03		
06289000	45.00711110	-107.61540830	1	NAD83	30	003	10080016	mt03	182	182
06289600	44.98774410	-107.48286850	S	NAD83	56	033	10080016	wy04	15.4	
06289820	44.99052258	-107.42286650	S	NAD83	56	033	10080016	wy04	21.7	
06294000	45.73568610	-107.55746940	1	NAD83	30	003	10080016	mt03	1294	
06294500	46.12447220	-107.46879170	1	NAD83	30	103	10080015	mt03	22414	
06295000	46.26663610	-106.69130280	1	NAD83	30	087	10100001	mt03	40146	39455
06299980	44.90024930	-107.02090500	S	NAD83	56	033	10090101	wy05	478	478
06306200	44.84219467	-106.88117760	S	NAD83	56	033	10090101	wy05	88.3	87.9
06306250	44.98386286	-106.83978920	S	NAD83	56	033	10090101	wy05	358	
06306300	45.00913610	-106.83594440	1	NAD83	30	003	10090101	mt03	1453	1453
06307500	45.14127500	-106.77135560	1	NAD83	30	003	10090101	mt03	1770	
06307600	45.29906389	-106.50816670	1	NAD83	30	087	10090101	mt03	470	470.00
06307616	45.41160556	-106.45735280	1	NAD83	30	087	10090102	mt03	2621	
06307740	45.58838889	-106.25505560	1	NAD83	30	087	10090102	mt03	707	707.00
06308500	46.38459440	-105.84552220	1	NAD83	30	017	10090102	mt03	5397	
06309000	46.42077220	-105.86003330	1	NAD83	30	017	10100001	mt03	48253	
06309200	43.57773999	-107.13839950	S	NAD83	56	043	10090201	wy06	45.2	
06311000	44.02774228	-107.08089550	S	NAD83	56	019	10090201	wy06	24.5	
06311400	43.91135700	-106.88949990	S	NAD83	56	019	10090201	wy06	100	
06313500	43.69708610	-106.30619440	S	NAD83	56	019	10090202	wy06	3090	
06313590	44.14442367	-106.13919100	S	NAD83	56	019	10090202	wy06	4290	
06316400	44.49109050	-106.17780750	S	NAD83	56	019	10090205	wy06	937	937
06317000	44.64998226	-106.12752780	S	NAD83	56	033	10090202	wy06	6050	
06317020	44.63248210	-106.03196710	S	NAD83	56	033	10090202	wy06	250	
06320000	44.45608280	-106.87894500	S	NAD83	56	019	10090206	wy06	60	
06320500	44.46635840	-107.03478380	S	NAD83	56	019	10090206	wy06	33.6	
06324000	44.87165220	-106.08280160	S	NAD83	56	033	10090206	wy06	1110	
06324500	45.05719720	-105.87837780	1	NAD83	30	075	10090207	mt03	8086	
06324970	44.92692880	-105.35332680	S	NAD83	56	005	10090208	wy06	1237	1237
06326500	46.42943610	-105.31033060	1	NAD83	30	017	10090209	mt03	13068	13068
06327500	47.10076389	-104.72031670	1	NAD83	30	021	10100004	mt03	66739	
06329500	47.67741389	-104.15541110	1	NAD83	30	083	10100004	mt03	69083	68392
06331000	48.28446830	-103.57297180	F	NAD83	38	105	10110102	nd15	875	775
06332515	47.78723690	-102.76852560	F	NAD83	38	053	10110101	nd17	74	
06332523	47.94862396	-102.21489300	F	NAD83	38	061	10110101	nd18	360	
06332770	47.73778499	-102.10766870	F	NAD83	38	055	10110101	nd19	220	
06334500	45.54813430	-103.97123860	1	NAD83	46	063	10110201	sd02	1974	1974
06335500	46.29777778	-103.91750000	S	NAD83	38	087	10110203	nd20	4640	
06336000	46.91945839	-103.52824260	S	NAD83	38	007	10110203	nd20	6190	
06337000	47.59029320	-103.25185720	F	NAD83	38	053	10110205	nd20	8310	8310
06339100	47.23612590	-102.76990740	F	NAD83	38	025	10130201	nd21	205	
06339500	47.15445300	-102.05989200	R	NAD83	38	057	10130201	nd21	1230	
06340000	47.28611880	-101.92572600	F	NAD83	38	057	10130201	nd21	549	
06340500	47.28528160	-101.62210930	F	NAD83	38	057	10130201	nd21	2240	2240
06342260	47.05749409	-101.19570010	F	NAD83	38	065	10130101	nd24	146	
06342500	46.81416667	-100.82138890	S	NAD83	38	015	10130101	nd14	186400	
06344600	47.02779158	-103.05323550	F	NAD83	38	007	10130202	nd26	152	
06345500	46.74555556	-102.30833330	S	NAD83	38	089	10130202	nd26	1240	
06345780	46.65695060	-102.07932790	R	NAD83	38	037	10130202	nd26	1530	
06347500	46.69444606	-101.46736650	F	NAD83	38	059	10130203	nd26	456	
06348300	46.70333330	-101.21361110	S	NAD83	38	059	10130203	nd26	2930	
06349000	46.83388270	-100.97457890	F	NAD83	38	059	10130203	nd26	3310	3310
06349500	46.79443787	-100.65734590	F	NAD83	38	015	10130103	nd27	1680	1180
06350000	46.42667116	-102.55183030	F	NAD83	38	041	10130204	nd28	580	
06351200	46.12694760	-101.33318700	F	NAD83	38	037	10130204	nd28	1640	
06352000	46.15528136	-102.47571330	F	NAD83	38	001	10130205	nd28	553	
06353000	46.09166988	-101.33374200	F	NAD83	38	037	10130205	nd28	1750	
06354000	46.37611110	-100.93444440	S	NAD83	38	059	10130206	nd28	4100	4100
06354480	46.11388889	-99.83694440	5	NAD83	38	051	10130104	nd29	106	
06354580	46.26860150	-100.25261420	F	NAD83	38	029	10130104	nd29	765	665
06354882	45.71194220	-100.55930150	M	NAD83	46	031	10130106	sd03	354	354
06355500	45.80222000	-102.36237950	M	NAD83	46	105	10130301	sd04	1202	1202
06356500	45.64868830	-102.64332590	M	NAD83	46	105	10130302	sd04	1305	1305
06357800	45.65777405	-100.81819330	M	NAD83	46	031	10130303	sd04	5322	5322
06359500	45.19775826	-102.15654720	M	NAD83	46	105	10130306	sd04	2596	2596
06360500	45.25581710	-100.84292140	M	NAD83	46	041	10130306	sd04	4894	4878
06365900	43.42913690	-105.04580650	U	NAD83	56	009	10120103	wy07	1527	
06386500	43.42099520	-104.13191620	R	NAD83	56	027	10120106	sd05	5350	5349
06392900	44.08498109	-104.06048900	S	NAD83	56	045	10120107	wy07	10.3	8
06392950	43.85886727	-104.10715800	S	NAD83	56	045	10120107	wy07	110	
06395000	43.30552860	-103.82103120	M	NAD83	46	047	10120106	sd05	7204	7203
06400000	43.23997360	-103.58825190	M	NAD83	46	047	10120108	sd05	962	959
06400875	43.18803166	-103.22658660	M	NAD83	46	047	10120106	sd05	188	188
06401500	43.34497757	-103.43714120	M	NAD83	46	047	10120109	sd05	9135	9131
06402000	43.43053476	-103.47630690	M	NAD83	46	047	10120109	sd05	136	136
06402430	43.58137177	-103.47658350	M	NAD83	46	033	10120109	sd05	45.7	45.7
06402500	43.46664950	-103.30603080	M	NAD83	46	047	10120109	sd05	127	127
06402600	43.50196360	-103.07441030	M	NAD83	46	033	10120109	sd05	9833	9829
06403300	43.71721050	-103.36797130	M	NAD83	46	033	10120109	sd05	105	105
06403700	43.67240580	-102.89212980	M	NAD83	46	033	10120109	sd05	10300	10296
06404000	43.87164727	-103.33630290	M	NAD83	46	103	10120109	sd05	58.6	58.6
06404998	43.76110028	-103.36408160	M	NAD83	46	033	10120109	sd05	26.9	26.9
06406000	43.82804586	-103.19602110	M	NAD83	46	033	10120109	sd05	169	169
06406500	43.72543145	-102.90612310	1	NAD83	46	103	10120109	sd05	285	285
06407500	43.97871038	-103.34604690	1	NAD83	46	103	10120109	sd05	163	163
06408650	43.89804490	-102.64406110	R	NAD83	46	103	10120109	sd05	11252	11248
06408700	44.13387149	-103.86159120	M	NAD83	46	103	10120110	sd05	7.82	7.82
06409000	44.01359238	-103.83047840	M	NAD83	46	103	10120110	sd05	79.3	79.3
06410500	44.08470785	-103.58047020	M	NAD83	46	103	10120110	sd05	294	294
06411500	44.07665378	-103.48213400	M	NAD83	46	103	10120110	sd05	322	322
06412500	44.05276555	-103.31185070	M	NAD83	46	103	10120110	sd05	375	375
06412810	44.05887667	-103.29740580	M	NAD83	46	103	10120110	sd05		
06414000	44.08551554	-103.24184300	M	NAD83	46	103	10120110	sd05	414	414
06418900	44.02365490	-103.09584400	M	NAD83	46	103	10120110	sd05	457	457
06421500	43.94210239	-102.85392470	M	NAD83	46	103	10120110	sd05	605	605
06422500	44.14433390	-103.45453850	M	NAD83	46	081	10120111	sd05	94.4	94.4
06423500	44.08109849	-102.40127460	M	NAD83	46	103	10120111	sd05	12725	12721
06424000	44.29470730	-103.59685920	M	NAD83	46	081	10120111	sd05	21.6	21.6
06425100	44.24026460	-103.15129070	M	NAD83	46	093	10120111	sd05	211	211
06425500	44.24831768	-102.50322170	M	NAD83	46	093	10120111	sd05	549	549
06425720	43.98442105	-105.38832500	U	NAD83	56	005	10120201	wy07	495	
