site_no	dec_lat_va	dec_long_va	coord_acy_cd	dec_coord_datum_cd	state_cd	county_cd	huc_cd	basin_cd	drain_area_va	contrib_drain_area_va
02291524	26.36202754	-81.79064170	S	NAD83	12	071	03090204	fl14		
02291580	26.44202474	-81.79564100	S	NAD83	12	071	03090204	fl14		
02291597	26.42896906	-81.69313860	S	NAD83	12	071	03090204	fl14		
02291669	26.52202187	-81.85230848	S	NAD83	12	071	03090204	fl14		
02291673	26.50563367	-81.84980850	S	NAD83	12	071	03090204	fl14		
02292010	26.83333333	-81.08888889	U	NAD83	12	043	03090205	fl15		
022929176	26.72994444	-81.70186110	1	NAD83	12	071	03090205	fl15	67.4	
02293055	26.69194444	-81.75944440	U	NAD83	12	071	03090205	fl15	68.4	
02293090	26.71571667	-81.80866670	U	NAD83	12	071	03090205	fl15		
02293190	26.65388889	-81.84055560	U	NAD83	12	071	03090205	fl15		
02293205	26.64138889	-81.88277780	U	NAD83	12	071	03090205	fl15		
02293230	26.57451975	-81.89119810	S	NAD83	12	071	03090205	fl15		
02293262	26.74194444	-81.92083330	U	NAD83	12	071	03090205	fl15		
02293987	27.92474686	-81.72674630	S	NAD83	12	105	03100101	fl17	162	
02294161	27.92444444	-81.79555560	F	NAD83	12	105	03100101	fl17	204.8	
02294217	28.04418733	-81.87619200	S	NAD83	12	105	03100101	fl17	53.0	
02294260	28.05974220	-81.91424800	F	NAD83	12	105	03100101	fl17		
02294290	28.00446680	-81.85202540	F	NAD83	12	105	03100101	fl17	61.00	
02294330	28.00002249	-81.81202490	S	NAD83	12	105	03100101	fl17	21.40	
02294405	27.98280097	-81.89341510	F	NAD83	12	105	03100101	fl17	18.8	
02294491	27.93835785	-81.85119270	F	NAD83	12	105	03100101	fl17	135	
02294650	27.90224784	-81.81730360	F	NAD83	12	105	03100101	fl17	390	
02294898	27.75141930	-81.78202660	F	NAD83	12	105	03100101	fl17	480	480
02295163	27.70725400	-81.80758260	F	NAD83	12	105	03100101	fl17	43.0	
02295194	27.64614480	-81.80230470	F	NAD83	12	049	03100101	fl17	613.00	
02295420	27.62059006	-81.82563840	F	NAD83	12	049	03100101	fl17	121	121
02295637	27.50448250	-81.80091570	F	NAD83	12	049	03100101	fl17	826	826
02296260	27.45948376	-81.67841280	M	NAD83	12	049	03100101	fl17	192	
02296500	27.37504297	-81.79647080	F	NAD83	12	049	03100101	fl17	330	330
02296750	27.22088245	-81.87619460	S	NAD83	12	027	03100101	fl17	1367	1367.00
02297100	27.16671794	-81.87952820	F	NAD83	12	027	03100101	fl17	132	132
02297105	27.16250000	-81.90194440	1	NAD83	12	027	03100101	fl17	1670	
02297155	27.48726130	-82.02341970	F	NAD83	12	049	03100101	fl17	42.0	42.00
02297310	27.19949477	-81.98841930	F	NAD83	12	027	03100101	fl17	218	218.00
02297600	26.96734444	-81.82663610	S	NAD83	12	015	03100101	fl17		
02298110	27.04155556	-81.74316670	1	NAD83	12	027	03100101	fl17		
02298123	27.05199986	-81.78452670	F	NAD83	12	027	03100101	fl17	233	233.00
02298202	26.98478094	-81.93564140	F	NAD83	12	015	03100101	fl17	373	
02298488	27.42920840	-82.13869970	S	NAD83	12	081	03100102	fl18	29.2	
02298492	27.40948690	-82.12647720	S	NAD83	12	081	03100102	fl18	6.05	
02298495	27.38448789	-82.12981070	S	NAD83	12	081	03100102	fl18	3.93	
02298527	27.40365397	-82.18175600	S	NAD83	12	081	03100102	fl18	8.71	
02298530	27.40976480	-82.17508930	S	NAD83	12	081	03100102	fl18	6.59	
02298554	27.36615530	-82.14925550	F	NAD83	12	081	03100102	fl18		
02298608	27.34365620	-82.15675560	F	NAD83	12	081	03100102	fl18	125	125.00
02298760	27.28838098	-82.34009290	F	NAD83	12	115	03100102	fl18	20.0	
02298830	27.24060500	-82.31370350	F	NAD83	12	115	03100102	fl18	229	229.
02298880	27.18560730	-82.35564940	F	NAD83	12	115	03100102	fl18	253	
02299410	27.19338430	-82.14425580	F	NAD83	12	115	03100102	fl18	36.5	36.5
02299450	27.12116517	-82.19342390	S	NAD83	12	115	03100102	fl18	81.0	
02299472	27.06933333	-82.22033330	1	NAD83	12	115	03100102	fl18	85.7	
02299482	27.04561110	-82.23533330	1	NAD83	12	115	03100102	fl18		
02299692	27.11172140	-82.36009439	F	NAD83	12	115	03100201	fl18		
02299950	27.47365137	-82.21120100	F	NAD83	12	081	03100202	fl20	65.3	65.3
02300017	27.57577778	-82.39738889	1	NAD83	12	081	03100202	fl20	14.0	
02300018	27.55337054	-82.38953790	S	NAD83	12	081	03100202	fl20	50.6	
02300033	27.42055556	-82.42611110	S	NAD83	12	081	03100202	fl20	25.61	
02300075	27.57991667	-82.51338889	1	NAD83	12	081	03100202	fl22	12.5	12.5
02300082	27.58805556	-82.53972220	S	NAD83	12	081	03100206	fl22	17.8	
02300100	27.70475366	-82.19786720	F	NAD83	12	057	03100203	fl21	31.4	31.4
02300210	27.60197978	-82.21120090	S	NAD83	12	081	03100203	fl21	21.4	
02300300	27.64947780	-82.29425800	S	NAD83	12	057	03100203	fl21	38.4	
02300500	27.67114344	-82.35259250	F	NAD83	12	057	03100203	fl21	149	149.
02300700	27.79197208	-82.35203690	F	NAD83	12	057	03100206	fl22	29.1	29.1
02300882	27.89030394	-82.01175129	F	NAD83	12	105	03100204	fl23	39.0	
02301000	27.88391480	-82.10008689	F	NAD83	12	057	03100204	fl23	135	
02301150	27.72930556	-82.07427780	5	NAD83	12	057	03100204	fl23	72.6	
02301300	27.79669525	-82.11758770	F	NAD83	12	057	03100204	fl23	107	107.00
02301500	27.87224800	-82.21120080	F	NAD83	12	057	03100204	fl23	335	335.00
02301719	27.85696987	-82.35759260	S	NAD83	12	057	03100204	fl23	419	
02301738	27.88002457	-82.37064840	S	NAD83	12	057	03100206	fl22	2.90	
02301740	27.89669080	-82.34981470	S	NAD83	12	057	03100206	fl22	6.09	
02301745	27.90224600	-82.37703750	S	NAD83	12	057	03100206	fl22	2.00	
02301750	27.92585640	-82.36425950	F	NAD83	12	057	03100206	fl22	16.1	16.1
02301793	27.98502100	-82.37175969	S	NAD83	12	057	03100206	fl22	1.46	
02301900	28.18194444	-82.01250000	1	NAD83	12	105	03100205	fl24	9.50	
02301990	28.18555556	-82.18416670	S	NAD83	12	101	03100205	fl24	82.0	82.00
02302010	28.17861110	-82.18916670	S	NAD83	12	101	03100205	fl24		
02302500	28.13972220	-82.15000000	S	NAD83	12	057	03100205	fl24	110	110.
02303000	28.15029044	-82.23175318	S	NAD83	12	057	03100205	fl24	220	220.00
02303330	28.09861110	-82.31138889	S	NAD83	12	057	03100205	fl24	375	375.
02303348	28.17133333	-82.36222220	5	NAD83	12	101	03100205	fl24		
02303350	28.13472220	-82.36194440	S	NAD83	12	057	03100205	fl24	23.0	23.
02303400	28.32388889	-82.38361110	S	NAD83	12	101	03100205	fl24	56.0	56.
02303420	28.18722220	-82.40222220	S	NAD83	12	101	03100205	fl24	117	117.
02303800	28.08888889	-82.40916670	S	NAD83	12	057	03100205	fl24	160	160.
02304500	28.02390784	-82.42759390	F	NAD83	12	057	03100205	fl24	624	
02305851	28.05862836	-82.46120550	S	NAD83	12	057	03100205	fl24	2.59	
02306000	28.02113004	-82.45176100	F	NAD83	12	057	03100205	fl24		
02306647	28.01390775	-82.54509630	F	NAD83	12	057	03100206	fl22	14.3	14.30
02306654	28.00001940	-82.55120759	F	NAD83	12	057	03100206	fl22		
02306774	28.06583333	-82.56583330	S	NAD83	12	057	03100206	fl22	17.8	17.5
02306950	28.06501684	-82.55537440	F	NAD83	12	057	03100206	fl22		
02307200	28.12890323	-82.57037480	F	NAD83	12	057	03100206	fl22	5.01	
02307323	28.14084726	-82.63982090	F	NAD83	12	057	03100206	fl22	17.0	17.
02307359	28.09612675	-82.68732190	F	NAD83	12	103	03100206	fl22	30.0	30.
02307445	28.07705556	-82.69777780	S	NAD83	12	103	03100206	fl22	1.6	
02307668	27.97974210	-82.74232320	F	NAD83	12	103	03100206	fl22	3.67	
02307674	27.97550618	-82.71315580	H	NAD83	12	103	03100206	fl22	7.01	
02307780	27.91585545	-82.72482280	S	NAD83	12	103	03100207	fl22	1.25	
02308870	27.87224580	-82.73704530	S	NAD83	12	103	03100207	fl22	2.51	
02308935	27.81419235	-82.69565540	F	NAD83	12	103	03100207	fl22	2.55	2.55
02309415	28.02335166	-82.74065650	S	NAD83	12	103	03100207	fl22	0.57	
02309421	28.04000000	-82.74750000	S	NAD83	12	103	03100207	fl22	3.4	
02309425	28.04696180	-82.75871250	S	NAD83	12	103	03100207	fl22	4.09	
02309848	28.18544444	-82.55336110	S	NAD83	12	101	03100207	fl25	17.1	17.10
02310000	28.21417784	-82.66648820	F	NAD83	12	101	03100207	fl25	72.5	72.50
02310280	28.32917200	-82.53676360	F	NAD83	12	101	03100207	fl25	150	
02310286	28.29413889	-82.55372220	1	NAD83	12	101	03100207	fl25	8.80	
02310300	28.25556507	-82.66009920	F	NAD83	12	101	03100207	fl25	182	182
02310308	28.26084270	-82.72121180	S	NAD83	12	101	03100207	fl25	195	
02310525	28.51888454	-82.58232150	F	NAD83	12	053	03100207	fl25		
02310545	28.53110630	-82.62315590	F	NAD83	12	053	03100207	fl25		
02310650	28.71526419	-82.57676560	F	NAD83	12	017	03100207	fl25		
02310678	28.79970509	-82.58871089	F	NAD83	12	017	03100207	fl25		
02310688	28.79748294	-82.58982200	F	NAD83	12	017	03100207	fl25		
02310947	28.31195156	-82.05591468	S	NAD83	12	101	03100208	fl26	280	
02311000	28.27139707	-82.09785980	S	NAD83	12	101	03100208	fl26		
02311500	28.35250420	-82.12591619	S	NAD83	12	101	03100208	fl26	390	
02312000	28.47999810	-82.17758499	S	NAD83	12	053	03100208	fl26	570	
02312180	28.52166470	-82.05480370	S	NAD83	12	119	03100208	fl26	85.0	
02312200	28.57277286	-82.15536300	S	NAD83	12	053	03100208	fl26	145	
02312300	28.52110730	-82.20925300	S	NAD83	12	053	03100208	fl26	629	
02312500	28.59277140	-82.22203200	S	NAD83	12	053	03100208	fl26	810	
02312558	28.64443600	-82.25703368	S	NAD83	12	053	03100208	fl26	816	
02312598	28.72415570	-82.24231180	S	NAD83	12	017	03100208	fl26	930	
02312600	28.74359973	-82.22008920	S	NAD83	12	017	03100208	fl26	995	
02312640	28.69721360	-82.10397410	S	NAD83	12	119	03100208	fl26	40.0	
02312645	28.70443503	-82.15703130	S	NAD83	12	119	03100208	fl26	50.60	
02312667	28.77026704	-82.06369610	S	NAD83	12	119	03100208	fl26	8.0	
02312675	28.84250000	-82.13027780	S	NAD83	12	119	03100208	fl26		
02312700	28.80026510	-82.15286580	S	NAD83	12	119	03100208	fl26	420	
02312720	28.82331955	-82.18314480	S	NAD83	12	119	03100208	fl26	1520	
02312722	28.85192929	-82.22092410	S	NAD83	12	017	03100208	fl26		
02312762	28.91220435	-82.28009340	S	NAD83	12	017	03100208	fl26	1700	
02312764	28.95111110	-82.25000000	1	NAD83	12	119	03100208	fl26		
02313000	28.98886759	-82.34954060	S	NAD83	12	083	03100208	fl26	1825	
02313100	29.04942056	-82.44759948	S	NAD83	12	083	03100208	fl26		
02313700	29.20413378	-82.76900100	S	NAD83	12	075	03110101	fl27	480.00	480
02314500	30.68055556	-82.56055560	S	NAD83	13	065	03110201	ga05	1130	1130
02315000	30.50744140	-82.71624060	S	NAD83	12	023	03110201	fl28	2090.00	2090
02315500	30.32578120	-82.73818260	S	NAD83	12	023	03110201	fl28	2430.00	2430.00
02315550	30.39299880	-82.93318750	S	NAD83	12	121	03110201	fl28	2630.00	2630
02315920	31.63129589	-83.41793820	U	NAD83	13	155	03110202	ga05	441	441
02316000	31.38436260	-83.19237580	U	NAD83	13	019	03110202	ga05	663	663
02317500	30.70410060	-83.03319550	5	NAD83	13	101	03110202	ga05	1400.00	1400.00
02317620	30.59826888	-83.07319500	S	NAD83	12	047	03110202	fl28	1680.00	1680.00
023177483	30.95269980	-83.26848650	S	NAD83	13	185	03110203	ga05	502	502
02318000	31.15555556	-83.54361110	S	NAD83	13	075	03110204	ga05	577	577
02318380	31.00102540	-83.45821639	U	NAD83	13	185	03110204	ga05	776.00	776
02318500	30.79305556	-83.45361110	S	NAD83	13	027	03110203	ga05	1480	1480
02318700	30.82555556	-83.56250000	S	NAD83	13	027	03110203	ga05	269	269
02319000	30.59548716	-83.25959060	S	NAD83	12	079	03110203	fl28	2120.00	2120.00
02319300	30.48243547	-83.24292070	S	NAD83	12	047	03110203	fl28	2240.00	
02319302	30.48049106	-83.24430970	F	NAD83	12	079	03110203	fl28		
02319394	30.41049435	-83.18013979	S	NAD83	12	079	03110203	fl28	2330	
02319500	30.38466196	-83.17180580	S	NAD83	12	121	03110205	fl28	6970.00	6970.00
02319800	30.24494250	-83.24958439	S	NAD83	12	067	03110205	fl28	7190.00	
02320000	30.09994513	-83.17152470	S	NAD83	12	067	03110205	fl28	7280.00	
02320500	29.95578500	-82.92762780	S	NAD83	12	121	03110205	fl28	7880.00	7880
02320700	29.84635394	-82.21954930	S	NAD83	12	007	03110206	fl28	94.90	
02321000	29.99829540	-82.27399920	S	NAD83	12	125	03110206	fl28	191.00	
02321500	29.92190730	-82.42622460	S	NAD83	12	001	03110206	fl28	575.00	
02321898	29.91440520	-82.57984020	S	NAD83	12	023	03110206	fl28	820	820
02322500	29.84884769	-82.71512040	S	NAD83	12	041	03110206	fl28	1017.00	1017
02322688	29.97995520	-82.75845700	S	NAD83	12	023	03110206	fl28		
02322800	29.91162076	-82.86040330	S	NAD83	12	041	03110206	fl28	1374	
02323000	29.79134359	-82.92429300	S	NAD83	12	041	03110205	fl28	9390.00	
02323500	29.58968017	-82.93651310	S	NAD83	12	075	03110205	fl28	9640.00	
02323502	29.58912470	-82.93317970	S	NAD83	12	075	03110205	fl28		
02323566	29.48968080	-82.97679100	S	NAD83	12	075	03110205	fl28		
02323592	29.33940554	-83.08651500	S	NAD83	12	029	03110205	fl28	9973	9973
02324000	29.78661294	-83.32152620	S	NAD83	12	123	03110102	fl29	350.00	350
02324400	30.09827057	-83.47181120	S	NAD83	12	123	03110102	fl30	60.00	60
02325000	30.07132360	-83.66237250	S	NAD83	12	123	03110102	fl30	160.00	
02326000	30.17076448	-83.82376790	S	NAD83	12	123	03110102	fl31	198.00	198.00
02326500	30.36992847	-83.80682559	S	NAD83	12	079	03110103	fl32	747.00	747.00
02326526	30.30131590	-83.97960850	S	NAD83	12	065	03110103	fl32		
02326900	30.27143110	-84.14825080	S	NAD83	12	129	03120001	fl33	535.00	535.00
02327022	30.21381410	-84.26156300	U	NAD83	12	129	03120001	fl33		
02327100	30.12936856	-84.49434820	S	NAD83	12	129	03120003	fl34	102.00	102
02327355	31.00222220	-83.93916670	S	NAD83	13	275	03120002	ga05	260	260
02327500	30.87574687	-84.04545020	S	NAD83	13	275	03120002	ga05	550	
02328522	30.66908460	-84.30518070	S	NAD83	12	073	03120003	fl34	1002	
02329000	30.55408644	-84.38407150	S	NAD83	12	073	03120003	fl34	1140.00	1140.00
02329342	30.73555556	-84.49694440	U	NAD83	13	087	03120003	ga05	16.9	
02329600	30.51241920	-84.52352060	S	NAD83	12	039	03120003	fl34	305.00	305.00
02330000	30.38325266	-84.65491090	S	NAD83	12	073	03120003	fl34	1700.00	
02330100	30.42658500	-84.92769349	S	NAD83	12	077	03120003	fl34	126.00	126.00
02330150	30.17658934	-84.66796370	S	NAD83	12	129	03120003	fl34	2080.00	
02330400	30.03881356	-84.84379900	S	NAD83	12	077	03130013	fl35	157.00	
02330450	34.70083330	-83.72888889	S	NAD83	13	311	03130001	ga06	44.7	44.7
02331000	34.57704154	-83.63573160	U	NAD83	13	137	03130001	ga06	150	150
023312495	34.61861110	-83.52888889	S	NAD83	13	137	03130001	ga06	93.9	93.9
02331600	34.54072220	-83.62277500	S	NAD83	13	137	03130001	ga06	315	315
02333500	34.52805556	-83.93972220	S	NAD83	13	187	03130001	ga06	153	
02334430	34.15694444	-84.07888889	5	NAD83	13	135	03130001	ga06	1040.00	1040
02334480	34.13259970	-84.06991080	S	NAD83	13	135	03130001	ga06	9.34	9.34
02334578	34.09648900	-84.07963360	S	NAD83	13	135	03130001	ga06	5.04	
02334620	34.07148875	-84.13019220	5	NAD83	13	117	03130001	ga06	6.90	6.4
02334885	34.03232319	-84.08935639	S	NAD83	13	135	03130001	ga06	47.0	47.0
02335000	33.99722220	-84.20194440	S	NAD83	13	135	03130001	ga06	1170	
02335350	33.96510067	-84.26492250	S	NAD83	13	135	03130001	ga06	8.89	8.89
02335450	33.98593369	-84.31603560	S	NAD83	13	121	03130001	ga06	1220	
02335580	34.15593045	-84.21853050	U	NAD83	13	117	03130001	ga06	36.4	36.4
02335700	34.05055556	-84.26944440	S	NAD83	13	121	03130001	ga06	72.0	
02335757	34.01750000	-84.35333330	S	NAD83	13	121	03130001	ga06	103.16	
02335790	34.00287797	-84.39437200	M	NAD83	13	121	03130001	ga06	16.10	16.1
02335815	33.96805556	-84.38277780	S	NAD83	13	121	03130001	ga06	1370	
023358685	33.97926760	-84.45215200	U	NAD83	13	067	03130001	ga06	12.57	
02335870	33.95388889	-84.44333330	S	NAD83	13	067	03130001	ga06	30.7	
02335910	33.89371430	-84.45770760	U	NAD83	13	067	03130001	ga06	18.60	
02336000	33.85916667	-84.45444440	S	NAD83	13	121	03130001	ga06	1450	
02336120	33.83149307	-84.34270300	S	NAD83	13	089	03130001	ga06	34.8	34.8
02336152	33.80833330	-84.24794440	S	NAD83	13	089	03070103	ga06		
02336240	33.80288264	-84.34075850	U	NAD83	13	089	03130001	ga06	28.7	
02336300	33.81944444	-84.40777780	S	NAD83	13	121	03130001	ga06	86.8	
02336313	33.82177160	-84.43881780	U	NAD83	13	121	03130001	ga06	2.60	2.60
02336360	33.86916667	-84.37888889	S	NAD83	13	121	03130001	ga06	26.6	
02336410	33.83843787	-84.43937340	U	NAD83	13	121	03130001	ga06	37.7	37.7
02336490	33.81694444	-84.48000000	S	NAD83	13	121	03130002	ga06	1590	
02336526	33.79427255	-84.47437470	U	NAD83	13	121	03130002	ga06	13.4	
02336635	33.80333330	-84.52138889	S	NAD83	13	067	03130002	ga06	31.5	31.5
02336728	33.74344087	-84.56826570	U	NAD83	13	121	03130002	ga06	33.9	33.9
02336840	33.82732794	-84.71965790	U	NAD83	13	067	03130002	ga06	102.00	
02336870	33.85927148	-84.68799080	U	NAD83	13	067	03130002	ga06	17.3	17.3
02336910	33.81777778	-84.65000000	S	NAD83	13	097	03130002	ga06	157	
02336968	33.85927138	-84.65271230	S	NAD83	13	067	03130002	ga06	44.5	44.5
02336986	33.83621638	-84.63160060	S	NAD83	13	067	03130002	ga06	13.5	
02337000	33.77660678	-84.61554450	S	NAD83	13	097	03130002	ga06	246	
02337040	33.72094150	-84.61493300	S	NAD83	13	097	03130002	ga06	262	
02337170	33.65666667	-84.67361110	S	NAD83	13	121	03130002	ga06	2060	2060
02337410	33.65380556	-84.82102780	S	NAD83	13	097	03130002	ga06	66.5	
02337498	33.52722220	-84.93638889	S	NAD83	13	045	03130002	ga06	34.6	
02337500	33.52955639	-84.92827340	S	NAD83	13	045	03130002	ga06	35.5	35.5
02338000	33.47705770	-84.90077220	S	NAD83	13	045	03130002	ga06	2430	
02338500	33.27928486	-85.09994170	S	NAD83	13	149	03130002	ga06	2680.00	2680.00
02338523	33.34067170	-85.22689010	S	NAD83	13	149	03130002	ga06	16.8	16.8
02338660	33.23539740	-84.98771610	S	NAD83	13	149	03130002	ga06	127	127
02338840	33.13956650	-84.97521500	U	NAD83	13	285	03130002	ga06	91.0	91.0
02339495	32.90151590	-85.19633080	S	NAD83	01	017	03130002	al01	86.4	86.4
02339500	32.88623868	-85.18216359	S	NAD83	13	285	03130002	ga06	3550	
02341505	32.45319898	-84.99520950	S	NAD83	13	215	03130003	ga06	4670	
02341800	32.41347774	-84.81992810	S	NAD83	13	053	03130003	ga06	342	342
02342500	32.31681467	-85.01493100	S	NAD83	01	113	03130003	al01	322.00	322.00
02342850	32.15293116	-84.90576000	U	NAD83	13	259	03130003	ga06	121	
02342881	32.14237550	-85.04631960	S	NAD83	13	259	03130003	ga06	6060	
02343225	31.81849528	-84.97381550	U	NAD83	13	239	03130003	ga06	295.00	295.00
023432415	31.62138889	-85.06000000	S	NAD83	01	067	03130004	ga06	7460	
02343805	31.24906630	-85.10659640	S	NAD83	13	099	03130004	ga06		
02343940	31.18083333	-85.04361110	S	NAD83	13	099	03130004	ga06	64.2	
02344350	33.41555556	-84.38472220	S	NAD83	13	063	03130005	ga07	130	130
02344396	33.35972220	-84.39444440	S	NAD83	13	113	03130005	ga07	160	
02344478	33.25722220	-84.36250000	S	NAD83	13	255	03130005	ga07	12.9	
02344500	33.24416667	-84.42916670	S	NAD83	13	255	03130005	ga07	272	272
02344605	33.39555556	-84.60694440	S	NAD83	13	113	03130005	ga07	38.1	
02344620	33.38928297	-84.62326360	U	NAD83	13	077	03130005	ga07	24.1	24.1
02344630	33.36039497	-84.58631789	S	NAD83	13	113	03130005	ga07		
02344700	33.31916667	-84.52222220	S	NAD83	13	077	03130005	ga07	101	101
02344872	33.04707117	-84.52686890	S	NAD83	13	231	03130005	ga07	794	
02346310	33.18722220	-84.22944440	S	NAD83	13	255	03130005	ga07	8.80	
02347500	32.72138889	-84.23250000	S	NAD83	13	293	03130005	ga07	1850	
02349605	32.29305556	-84.04361110	S	NAD83	13	193	03130006	ga07	2920	
02349900	32.19555556	-83.90222220	S	NAD83	13	093	03130006	ga07	45.0	45.0
02350080	32.03388889	-83.99638889	S	NAD83	13	261	03130006	ga07	61.4	
02350512	31.72500000	-84.01861110	S	NAD83	13	321	03130006	ga07	3880	3880
02350600	32.05250000	-84.54833330	S	NAD83	13	307	03130007	ga07	197	197
02350900	31.76444444	-84.25333330	S	NAD83	13	177	03130007	ga07	527	527
02351500	32.08305556	-84.25805560	S	NAD83	13	261	03130007	ga07	140	
02351890	31.77611110	-84.13944440	S	NAD83	13	177	03130007	ga07	362	362
02352500	31.59416667	-84.14416670	S	NAD83	13	095	03130008	ga07	5310	
02353000	31.30694444	-84.33888889	S	NAD83	13	007	03130008	ga07	5740	
02353265	31.52694444	-84.58277780	S	NAD83	13	037	03130009	ga07	301	
02353400	31.55500000	-84.68083330	S	NAD83	13	037	03130009	ga07	188	
02353500	31.38277778	-84.54638889	S	NAD83	13	007	03130009	ga07	620	
02354350	31.59378310	-84.45324679	U	NAD83	13	095	03130009	ga07	118	
02354475	31.46555556	-84.44944440	S	NAD83	13	037	03130009	ga07	10.0	
02354500	31.35055556	-84.48250000	S	NAD83	13	007	03130009	ga07	320	
02354800	31.29388889	-84.49194440	S	NAD83	13	007	03130009	ga07	1000	0
02355350	31.21750000	-84.47083330	S	NAD83	13	007	03130009	ga07	1040	
02355662	31.14055556	-84.48027780	S	NAD83	13	205	03130008	ga07	7080	
02356000	30.91157714	-84.57991440	S	NAD83	13	087	03130008	ga07	7570	
02357000	31.04027778	-84.74000000	S	NAD83	13	087	03130010	ga07	527	
02358000	30.70102510	-84.85908710	S	NAD83	12	063	03130011	fl36	17200.00	
02358001	30.70102510	-84.85908710	U	NAD83	12	039	03130011	fl36	17200	
02358789	30.77297064	-85.21631780	S	NAD83	12	063	03130012	fl36	464	
02359000	30.53408319	-85.16519960	S	NAD83	12	013	03130012	fl36	781.00	
02359170	29.94937094	-85.01546860	S	NAD83	12	037	03130011	fl36	19200.00	
02359315	30.13520204	-85.61548210	S	NAD83	12	005	03140101	fl37	3.96	
02359500	30.38464060	-85.55659320	S	NAD83	12	005	03140101	fl37	122.00	
02361000	31.34294920	-85.61049120	U	NAD83	01	045	03140201	al02	686.00	686.00
02361500	31.15934229	-85.78437890	S	NAD83	01	061	03140201	al02	1280.00	1280.00
02362240	31.27239318	-85.95827370	U	NAD83	01	031	03140201	al02	21.40	21.4
02363000	31.59488716	-85.78299750	U	NAD83	01	045	03140202	al02	498.00	498.00
02364500	31.11267588	-86.09938680	U	NAD83	01	061	03140202	al02	1182.00	1182.00
02365200	30.94990438	-85.84299000	S	NAD83	12	059	03140203	fl38	3209.00	
02365470	30.85713010	-85.76215450	S	NAD83	12	059	03140203	fl38	148.00	
02365500	30.77574389	-85.82771100	S	NAD83	12	059	03140203	fl38	3499.00	
02365769	30.62463630	-85.94243580	S	NAD83	12	131	03140203	fl38	82.4	
02366000	30.62658120	-85.71243089	S	NAD83	12	133	03140203	fl38	386.00	
02366500	30.45102960	-85.89826819	S	NAD83	12	131	03140203	fl38	4384.00	4384.00
02366996	30.66908000	-86.18660920	S	NAD83	12	131	03140102	fl39	39.1	
02367900	30.92518288	-86.55939670	S	NAD83	12	091	03140103	fl40	510.00	
02368000	30.75296640	-86.62912070	S	NAD83	12	091	03140103	fl40	624.00	
02368500	30.79602050	-86.30689060	S	NAD83	12	131	03140103	fl40	123.00	
02369000	30.69741268	-86.57078600	S	NAD83	12	091	03140103	fl40	474.00	474.00
02369600	30.56963900	-86.92357320	S	NAD83	12	113	03140103	fl40	1340.00	
02369800	31.02767985	-86.70995670	S	NAD83	01	053	03140104	al03	87.70	87.7
02370000	30.83351970	-86.73467860	S	NAD83	12	091	03140104	fl41	205.00	
02370500	30.70852375	-86.97218600	S	NAD83	12	113	03140104	fl41	237.00	
02371500	31.57349458	-86.25162260	S	NAD83	01	041	03140301	al03	500.00	500.00
02372250	31.59627177	-86.40551809	U	NAD83	01	041	03140302	al03	442.00	442.00
02372422	31.36127990	-86.51968260	S	NAD83	01	039	03140301	al03	1273.	1273
02372430	31.34822474	-86.52940470	S	NAD83	01	039	03140301	al03	1277.00	1277.00
02373000	31.45377580	-86.78691390	S	NAD83	01	035	03140303	al03	470.00	470.00
02374250	31.06712374	-87.06163520	S	NAD83	01	053	03140304	al03	2661.00	2661
02374500	31.41850006	-86.98664030	U	NAD83	01	035	03140304	al03	176.00	176.00
02374700	31.10101137	-87.06885829	U	NAD83	01	053	03140304	al03	435.00	435.00
02374745	31.12989910	-87.08719280	U	NAD83	01	053	03140304	al03	182.00	182.00
02374950	31.12962115	-87.37053530	S	NAD83	01	053	03140305	al03	193	193
02375500	30.96518304	-87.23413950	S	NAD83	12	113	03140305	fl42	3817.00	
02376033	30.67019170	-87.26691790	S	NAD83	12	033	03140305	fl42	4147.00	4147.00
02376100	30.44825279	-87.29052880	S	NAD83	12	033	03140107	fl43	10.8	
02376115	30.49825159	-87.33580860	U	NAD83	12	033	03140107	al04	27.8	27.8
02376293	30.97851588	-87.52803840	S	NAD83	12	033	03140106	fl45	26.5	
02376500	30.69046866	-87.44025800	U	NAD83	01	003	03140106	al04	394.00	394.00
02377570	30.60574840	-87.54720570	U	NAD83	01	003	03140106	al04	192.00	192.00
02378170	30.38825410	-87.65276300	U	NAD83	01	003	03140107	al04	4.98	4.98
02378300	30.40658669	-87.73693230	S	NAD83	01	003	03160205	al05	16.6	16.6
02378500	30.54547146	-87.79860149	S	NAD83	01	003	03160205	al05	55.30	55.30
02379500	34.68425248	-84.45853760	U	NAD83	13	123	03150102	ga08	134.00	
02380500	34.67508566	-84.50853980	S	NAD83	13	123	03150102	ga08	236	236
02381090	34.70314028	-84.53937440	S	NAD83	13	123	03150102	ga08	61.6	
02381600	34.57036618	-84.46881550	S	NAD83	13	123	03150102	ga08	9.99	9.99
02382200	34.52277778	-84.61111110	S	NAD83	13	227	03150102	ga08	119	119
02382500	34.60369697	-84.69549050	S	NAD83	13	213	03150102	ga08	521	521
02383500	34.56416667	-84.83305560	S	NAD83	13	129	03150102	ga08	831	831
02384500	34.82785726	-84.85077490	S	NAD83	13	213	03150101	ga08	252	252
02384540	34.87202380	-84.72132620	S	NAD83	13	213	03150101	ga08	7.68	7.68
